@line:51    Cycle @2.00: [Fetcher_Impl]	IF: PC=0x0
@line:64    Cycle @202.00: [Decoder]	ID: PC=0x14 Ins=0xfed79ae3
@line:124   Cycle @202.00: [Executor]	EX: Bypass rs1 from RegFile=0x30
@line:206   Cycle @202.00: [Executor]	EX: Bypass rs2 from RegFile=0x0
@line:14711 Cycle @202.00: [Executor]	EX: Result=0x31
@line:48    Cycle @202.00: [WB]	WB: x13 <= 0x65
@line:51    Cycle @202.00: [Fetcher_Impl]	IF: PC=0x8
@line:90    Cycle @202.00: [Fetcher_Impl]	IF: BTB Miss PC=0x8
@line:182   Cycle @202.00: [Fetcher_Impl]	IF: Tournament Predictor Taken PC=0x8
@line:64    Cycle @203.00: [Decoder]	ID: PC=0x8 Ins=0x6500693
@line:138   Cycle @203.00: [Executor]	EX: Bypass rs1 from EX/MEM=0x31
@line:248   Cycle @203.00: [Executor]	EX: Bypass rs2 from WB=0x65
@line:14711 Cycle @203.00: [Executor]	EX: Result=0xffffffcc
@line:14939 Cycle @203.00: [Executor]	EX: Branch Target=0x8 Taken=1
@line:14992 Cycle @203.00: [Executor]	EX: BTB Update PC=0x14 Target=0x8
@line:15239 Cycle @203.00: [Executor]	EX: Tournament Predictor Update PC=0x14 Taken=1
@line:48    Cycle @203.00: [WB]	WB: x10 <= 0x498
@line:51    Cycle @203.00: [Fetcher_Impl]	IF: PC=0xc
@line:90    Cycle @203.00: [Fetcher_Impl]	IF: BTB Miss PC=0xc
@line:182   Cycle @203.00: [Fetcher_Impl]	IF: Tournament Predictor Taken PC=0xc
@line:64    Cycle @204.00: [Decoder]	ID: PC=0xc Ins=0xf50533
@line:124   Cycle @204.00: [Executor]	EX: Bypass rs1 from RegFile=0x0
@line:206   Cycle @204.00: [Executor]	EX: Bypass rs2 from RegFile=0x0
@line:14711 Cycle @204.00: [Executor]	EX: Result=0x65
@line:48    Cycle @204.00: [WB]	WB: x15 <= 0x31
@line:51    Cycle @204.00: [Fetcher_Impl]	IF: PC=0x10
@line:90    Cycle @204.00: [Fetcher_Impl]	IF: BTB Miss PC=0x10
@line:182   Cycle @204.00: [Fetcher_Impl]	IF: Tournament Predictor Taken PC=0x10
@line:64    Cycle @205.00: [Decoder]	ID: PC=0x10 Ins=0x178793
@line:124   Cycle @205.00: [Executor]	EX: Bypass rs1 from RegFile=0x498
@line:248   Cycle @205.00: [Executor]	EX: Bypass rs2 from WB=0x31
@line:14711 Cycle @205.00: [Executor]	EX: Result=0x4c9
@line:51    Cycle @205.00: [Fetcher_Impl]	IF: PC=0x14
@line:83    Cycle @205.00: [Fetcher_Impl]	IF: BTB Hit PC=0x14 Target=0x8
@line:182   Cycle @205.00: [Fetcher_Impl]	IF: Tournament Predictor Taken PC=0x14
@line:64    Cycle @206.00: [Decoder]	ID: PC=0x14 Ins=0xfed79ae3
@line:124   Cycle @206.00: [Executor]	EX: Bypass rs1 from RegFile=0x31
@line:206   Cycle @206.00: [Executor]	EX: Bypass rs2 from RegFile=0x0
@line:14711 Cycle @206.00: [Executor]	EX: Result=0x32
@line:48    Cycle @206.00: [WB]	WB: x13 <= 0x65
@line:51    Cycle @206.00: [Fetcher_Impl]	IF: PC=0x8
@line:90    Cycle @206.00: [Fetcher_Impl]	IF: BTB Miss PC=0x8
@line:182   Cycle @206.00: [Fetcher_Impl]	IF: Tournament Predictor Taken PC=0x8
@line:64    Cycle @207.00: [Decoder]	ID: PC=0x8 Ins=0x6500693
@line:138   Cycle @207.00: [Executor]	EX: Bypass rs1 from EX/MEM=0x32
@line:248   Cycle @207.00: [Executor]	EX: Bypass rs2 from WB=0x65
@line:14711 Cycle @207.00: [Executor]	EX: Result=0xffffffcd
@line:14939 Cycle @207.00: [Executor]	EX: Branch Target=0x8 Taken=1
@line:14992 Cycle @207.00: [Executor]	EX: BTB Update PC=0x14 Target=0x8
@line:15239 Cycle @207.00: [Executor]	EX: Tournament Predictor Update PC=0x14 Taken=1
@line:48    Cycle @207.00: [WB]	WB: x10 <= 0x4c9
@line:51    Cycle @207.00: [Fetcher_Impl]	IF: PC=0xc
@line:90    Cycle @207.00: [Fetcher_Impl]	IF: BTB Miss PC=0xc
@line:182   Cycle @207.00: [Fetcher_Impl]	IF: Tournament Predictor Taken PC=0xc
@line:64    Cycle @208.00: [Decoder]	ID: PC=0xc Ins=0xf50533
@line:124   Cycle @208.00: [Executor]	EX: Bypass rs1 from RegFile=0x0
@line:206   Cycle @208.00: [Executor]	EX: Bypass rs2 from RegFile=0x0
@line:14711 Cycle @208.00: [Executor]	EX: Result=0x65
@line:48    Cycle @208.00: [WB]	WB: x15 <= 0x32
@line:51    Cycle @208.00: [Fetcher_Impl]	IF: PC=0x10
@line:90    Cycle @208.00: [Fetcher_Impl]	IF: BTB Miss PC=0x10
@line:182   Cycle @208.00: [Fetcher_Impl]	IF: Tournament Predictor Taken PC=0x10
@line:64    Cycle @209.00: [Decoder]	ID: PC=0x10 Ins=0x178793
@line:124   Cycle @209.00: [Executor]	EX: Bypass rs1 from RegFile=0x4c9
@line:248   Cycle @209.00: [Executor]	EX: Bypass rs2 from WB=0x32
@line:14711 Cycle @209.00: [Executor]	EX: Result=0x4fb
@line:51    Cycle @209.00: [Fetcher_Impl]	IF: PC=0x14
@line:83    Cycle @209.00: [Fetcher_Impl]	IF: BTB Hit PC=0x14 Target=0x8
@line:182   Cycle @209.00: [Fetcher_Impl]	IF: Tournament Predictor Taken PC=0x14
@line:64    Cycle @210.00: [Decoder]	ID: PC=0x14 Ins=0xfed79ae3
@line:124   Cycle @210.00: [Executor]	EX: Bypass rs1 from RegFile=0x32
@line:206   Cycle @210.00: [Executor]	EX: Bypass rs2 from RegFile=0x0
@line:14711 Cycle @210.00: [Executor]	EX: Result=0x33
@line:48    Cycle @210.00: [WB]	WB: x13 <= 0x65
@line:51    Cycle @210.00: [Fetcher_Impl]	IF: PC=0x8
@line:90    Cycle @210.00: [Fetcher_Impl]	IF: BTB Miss PC=0x8
@line:182   Cycle @210.00: [Fetcher_Impl]	IF: Tournament Predictor Taken PC=0x8
@line:64    Cycle @211.00: [Decoder]	ID: PC=0x8 Ins=0x6500693
@line:138   Cycle @211.00: [Executor]	EX: Bypass rs1 from EX/MEM=0x33
@line:248   Cycle @211.00: [Executor]	EX: Bypass rs2 from WB=0x65
@line:14711 Cycle @211.00: [Executor]	EX: Result=0xffffffce
@line:14939 Cycle @211.00: [Executor]	EX: Branch Target=0x8 Taken=1
@line:14992 Cycle @211.00: [Executor]	EX: BTB Update PC=0x14 Target=0x8
@line:15239 Cycle @211.00: [Executor]	EX: Tournament Predictor Update PC=0x14 Taken=1
@line:48    Cycle @211.00: [WB]	WB: x10 <= 0x4fb
@line:51    Cycle @211.00: [Fetcher_Impl]	IF: PC=0xc
@line:90    Cycle @211.00: [Fetcher_Impl]	IF: BTB Miss PC=0xc
@line:182   Cycle @211.00: [Fetcher_Impl]	IF: Tournament Predictor Taken PC=0xc
@line:64    Cycle @212.00: [Decoder]	ID: PC=0xc Ins=0xf50533
@line:124   Cycle @212.00: [Executor]	EX: Bypass rs1 from RegFile=0x0
@line:206   Cycle @212.00: [Executor]	EX: Bypass rs2 from RegFile=0x0
@line:14711 Cycle @212.00: [Executor]	EX: Result=0x65
@line:48    Cycle @212.00: [WB]	WB: x15 <= 0x33
@line:51    Cycle @212.00: [Fetcher_Impl]	IF: PC=0x10
@line:90    Cycle @212.00: [Fetcher_Impl]	IF: BTB Miss PC=0x10
@line:182   Cycle @212.00: [Fetcher_Impl]	IF: Tournament Predictor Taken PC=0x10
@line:64    Cycle @213.00: [Decoder]	ID: PC=0x10 Ins=0x178793
@line:124   Cycle @213.00: [Executor]	EX: Bypass rs1 from RegFile=0x4fb
@line:248   Cycle @213.00: [Executor]	EX: Bypass rs2 from WB=0x33
@line:14711 Cycle @213.00: [Executor]	EX: Result=0x52e
@line:51    Cycle @213.00: [Fetcher_Impl]	IF: PC=0x14
@line:83    Cycle @213.00: [Fetcher_Impl]	IF: BTB Hit PC=0x14 Target=0x8
@line:182   Cycle @213.00: [Fetcher_Impl]	IF: Tournament Predictor Taken PC=0x14
@line:64    Cycle @214.00: [Decoder]	ID: PC=0x14 Ins=0xfed79ae3
@line:124   Cycle @214.00: [Executor]	EX: Bypass rs1 from RegFile=0x33
@line:206   Cycle @214.00: [Executor]	EX: Bypass rs2 from RegFile=0x0
@line:14711 Cycle @214.00: [Executor]	EX: Result=0x34
@line:48    Cycle @214.00: [WB]	WB: x13 <= 0x65
@line:51    Cycle @214.00: [Fetcher_Impl]	IF: PC=0x8
@line:90    Cycle @214.00: [Fetcher_Impl]	IF: BTB Miss PC=0x8
@line:182   Cycle @214.00: [Fetcher_Impl]	IF: Tournament Predictor Taken PC=0x8
@line:64    Cycle @215.00: [Decoder]	ID: PC=0x8 Ins=0x6500693
@line:138   Cycle @215.00: [Executor]	EX: Bypass rs1 from EX/MEM=0x34
@line:248   Cycle @215.00: [Executor]	EX: Bypass rs2 from WB=0x65
@line:14711 Cycle @215.00: [Executor]	EX: Result=0xffffffcf
@line:14939 Cycle @215.00: [Executor]	EX: Branch Target=0x8 Taken=1
@line:14992 Cycle @215.00: [Executor]	EX: BTB Update PC=0x14 Target=0x8
@line:15239 Cycle @215.00: [Executor]	EX: Tournament Predictor Update PC=0x14 Taken=1
@line:48    Cycle @215.00: [WB]	WB: x10 <= 0x52e
@line:51    Cycle @215.00: [Fetcher_Impl]	IF: PC=0xc
@line:90    Cycle @215.00: [Fetcher_Impl]	IF: BTB Miss PC=0xc
@line:182   Cycle @215.00: [Fetcher_Impl]	IF: Tournament Predictor Taken PC=0xc
@line:64    Cycle @216.00: [Decoder]	ID: PC=0xc Ins=0xf50533
@line:124   Cycle @216.00: [Executor]	EX: Bypass rs1 from RegFile=0x0
@line:206   Cycle @216.00: [Executor]	EX: Bypass rs2 from RegFile=0x0
@line:14711 Cycle @216.00: [Executor]	EX: Result=0x65
@line:48    Cycle @216.00: [WB]	WB: x15 <= 0x34
@line:51    Cycle @216.00: [Fetcher_Impl]	IF: PC=0x10
@line:90    Cycle @216.00: [Fetcher_Impl]	IF: BTB Miss PC=0x10
@line:182   Cycle @216.00: [Fetcher_Impl]	IF: Tournament Predictor Taken PC=0x10
@line:64    Cycle @217.00: [Decoder]	ID: PC=0x10 Ins=0x178793
@line:124   Cycle @217.00: [Executor]	EX: Bypass rs1 from RegFile=0x52e
@line:248   Cycle @217.00: [Executor]	EX: Bypass rs2 from WB=0x34
@line:14711 Cycle @217.00: [Executor]	EX: Result=0x562
@line:51    Cycle @217.00: [Fetcher_Impl]	IF: PC=0x14
@line:83    Cycle @217.00: [Fetcher_Impl]	IF: BTB Hit PC=0x14 Target=0x8
@line:182   Cycle @217.00: [Fetcher_Impl]	IF: Tournament Predictor Taken PC=0x14
@line:64    Cycle @218.00: [Decoder]	ID: PC=0x14 Ins=0xfed79ae3
@line:124   Cycle @218.00: [Executor]	EX: Bypass rs1 from RegFile=0x34
@line:206   Cycle @218.00: [Executor]	EX: Bypass rs2 from RegFile=0x0
@line:14711 Cycle @218.00: [Executor]	EX: Result=0x35
@line:48    Cycle @218.00: [WB]	WB: x13 <= 0x65
@line:51    Cycle @218.00: [Fetcher_Impl]	IF: PC=0x8
@line:90    Cycle @218.00: [Fetcher_Impl]	IF: BTB Miss PC=0x8
@line:182   Cycle @218.00: [Fetcher_Impl]	IF: Tournament Predictor Taken PC=0x8
@line:64    Cycle @219.00: [Decoder]	ID: PC=0x8 Ins=0x6500693
@line:138   Cycle @219.00: [Executor]	EX: Bypass rs1 from EX/MEM=0x35
@line:248   Cycle @219.00: [Executor]	EX: Bypass rs2 from WB=0x65
@line:14711 Cycle @219.00: [Executor]	EX: Result=0xffffffd0
@line:14939 Cycle @219.00: [Executor]	EX: Branch Target=0x8 Taken=1
@line:14992 Cycle @219.00: [Executor]	EX: BTB Update PC=0x14 Target=0x8
@line:15239 Cycle @219.00: [Executor]	EX: Tournament Predictor Update PC=0x14 Taken=1
@line:48    Cycle @219.00: [WB]	WB: x10 <= 0x562
@line:51    Cycle @219.00: [Fetcher_Impl]	IF: PC=0xc
@line:90    Cycle @219.00: [Fetcher_Impl]	IF: BTB Miss PC=0xc
@line:182   Cycle @219.00: [Fetcher_Impl]	IF: Tournament Predictor Taken PC=0xc
@line:64    Cycle @220.00: [Decoder]	ID: PC=0xc Ins=0xf50533
@line:124   Cycle @220.00: [Executor]	EX: Bypass rs1 from RegFile=0x0
@line:206   Cycle @220.00: [Executor]	EX: Bypass rs2 from RegFile=0x0
@line:14711 Cycle @220.00: [Executor]	EX: Result=0x65
@line:48    Cycle @220.00: [WB]	WB: x15 <= 0x35
@line:51    Cycle @220.00: [Fetcher_Impl]	IF: PC=0x10
@line:90    Cycle @220.00: [Fetcher_Impl]	IF: BTB Miss PC=0x10
@line:182   Cycle @220.00: [Fetcher_Impl]	IF: Tournament Predictor Taken PC=0x10
@line:64    Cycle @221.00: [Decoder]	ID: PC=0x10 Ins=0x178793
@line:124   Cycle @221.00: [Executor]	EX: Bypass rs1 from RegFile=0x562
@line:248   Cycle @221.00: [Executor]	EX: Bypass rs2 from WB=0x35
@line:14711 Cycle @221.00: [Executor]	EX: Result=0x597
@line:51    Cycle @221.00: [Fetcher_Impl]	IF: PC=0x14
@line:83    Cycle @221.00: [Fetcher_Impl]	IF: BTB Hit PC=0x14 Target=0x8
@line:182   Cycle @221.00: [Fetcher_Impl]	IF: Tournament Predictor Taken PC=0x14
@line:64    Cycle @222.00: [Decoder]	ID: PC=0x14 Ins=0xfed79ae3
@line:124   Cycle @222.00: [Executor]	EX: Bypass rs1 from RegFile=0x35
@line:206   Cycle @222.00: [Executor]	EX: Bypass rs2 from RegFile=0x0
@line:14711 Cycle @222.00: [Executor]	EX: Result=0x36
@line:48    Cycle @222.00: [WB]	WB: x13 <= 0x65
@line:51    Cycle @222.00: [Fetcher_Impl]	IF: PC=0x8
@line:90    Cycle @222.00: [Fetcher_Impl]	IF: BTB Miss PC=0x8
@line:182   Cycle @222.00: [Fetcher_Impl]	IF: Tournament Predictor Taken PC=0x8
@line:64    Cycle @223.00: [Decoder]	ID: PC=0x8 Ins=0x6500693
@line:138   Cycle @223.00: [Executor]	EX: Bypass rs1 from EX/MEM=0x36
@line:248   Cycle @223.00: [Executor]	EX: Bypass rs2 from WB=0x65
@line:14711 Cycle @223.00: [Executor]	EX: Result=0xffffffd1
@line:14939 Cycle @223.00: [Executor]	EX: Branch Target=0x8 Taken=1
@line:14992 Cycle @223.00: [Executor]	EX: BTB Update PC=0x14 Target=0x8
@line:15239 Cycle @223.00: [Executor]	EX: Tournament Predictor Update PC=0x14 Taken=1
@line:48    Cycle @223.00: [WB]	WB: x10 <= 0x597
@line:51    Cycle @223.00: [Fetcher_Impl]	IF: PC=0xc
@line:90    Cycle @223.00: [Fetcher_Impl]	IF: BTB Miss PC=0xc
@line:182   Cycle @223.00: [Fetcher_Impl]	IF: Tournament Predictor Taken PC=0xc
@line:64    Cycle @224.00: [Decoder]	ID: PC=0xc Ins=0xf50533
@line:124   Cycle @224.00: [Executor]	EX: Bypass rs1 from RegFile=0x0
@line:206   Cycle @224.00: [Executor]	EX: Bypass rs2 from RegFile=0x0
@line:14711 Cycle @224.00: [Executor]	EX: Result=0x65
@line:48    Cycle @224.00: [WB]	WB: x15 <= 0x36
@line:51    Cycle @224.00: [Fetcher_Impl]	IF: PC=0x10
@line:90    Cycle @224.00: [Fetcher_Impl]	IF: BTB Miss PC=0x10
@line:182   Cycle @224.00: [Fetcher_Impl]	IF: Tournament Predictor Taken PC=0x10
@line:64    Cycle @225.00: [Decoder]	ID: PC=0x10 Ins=0x178793
@line:124   Cycle @225.00: [Executor]	EX: Bypass rs1 from RegFile=0x597
@line:248   Cycle @225.00: [Executor]	EX: Bypass rs2 from WB=0x36
@line:14711 Cycle @225.00: [Executor]	EX: Result=0x5cd
@line:51    Cycle @225.00: [Fetcher_Impl]	IF: PC=0x14
@line:83    Cycle @225.00: [Fetcher_Impl]	IF: BTB Hit PC=0x14 Target=0x8
@line:182   Cycle @225.00: [Fetcher_Impl]	IF: Tournament Predictor Taken PC=0x14
@line:64    Cycle @226.00: [Decoder]	ID: PC=0x14 Ins=0xfed79ae3
@line:124   Cycle @226.00: [Executor]	EX: Bypass rs1 from RegFile=0x36
@line:206   Cycle @226.00: [Executor]	EX: Bypass rs2 from RegFile=0x0
@line:14711 Cycle @226.00: [Executor]	EX: Result=0x37
@line:48    Cycle @226.00: [WB]	WB: x13 <= 0x65
@line:51    Cycle @226.00: [Fetcher_Impl]	IF: PC=0x8
@line:90    Cycle @226.00: [Fetcher_Impl]	IF: BTB Miss PC=0x8
@line:182   Cycle @226.00: [Fetcher_Impl]	IF: Tournament Predictor Taken PC=0x8
@line:64    Cycle @227.00: [Decoder]	ID: PC=0x8 Ins=0x6500693
@line:138   Cycle @227.00: [Executor]	EX: Bypass rs1 from EX/MEM=0x37
@line:248   Cycle @227.00: [Executor]	EX: Bypass rs2 from WB=0x65
@line:14711 Cycle @227.00: [Executor]	EX: Result=0xffffffd2
@line:14939 Cycle @227.00: [Executor]	EX: Branch Target=0x8 Taken=1
@line:14992 Cycle @227.00: [Executor]	EX: BTB Update PC=0x14 Target=0x8
@line:15239 Cycle @227.00: [Executor]	EX: Tournament Predictor Update PC=0x14 Taken=1
@line:48    Cycle @227.00: [WB]	WB: x10 <= 0x5cd
@line:51    Cycle @227.00: [Fetcher_Impl]	IF: PC=0xc
@line:90    Cycle @227.00: [Fetcher_Impl]	IF: BTB Miss PC=0xc
@line:182   Cycle @227.00: [Fetcher_Impl]	IF: Tournament Predictor Taken PC=0xc
@line:64    Cycle @228.00: [Decoder]	ID: PC=0xc Ins=0xf50533
@line:124   Cycle @228.00: [Executor]	EX: Bypass rs1 from RegFile=0x0
@line:206   Cycle @228.00: [Executor]	EX: Bypass rs2 from RegFile=0x0
@line:14711 Cycle @228.00: [Executor]	EX: Result=0x65
@line:48    Cycle @228.00: [WB]	WB: x15 <= 0x37
@line:51    Cycle @228.00: [Fetcher_Impl]	IF: PC=0x10
@line:90    Cycle @228.00: [Fetcher_Impl]	IF: BTB Miss PC=0x10
@line:182   Cycle @228.00: [Fetcher_Impl]	IF: Tournament Predictor Taken PC=0x10
@line:64    Cycle @229.00: [Decoder]	ID: PC=0x10 Ins=0x178793
@line:124   Cycle @229.00: [Executor]	EX: Bypass rs1 from RegFile=0x5cd
@line:248   Cycle @229.00: [Executor]	EX: Bypass rs2 from WB=0x37
@line:14711 Cycle @229.00: [Executor]	EX: Result=0x604
@line:51    Cycle @229.00: [Fetcher_Impl]	IF: PC=0x14
@line:83    Cycle @229.00: [Fetcher_Impl]	IF: BTB Hit PC=0x14 Target=0x8
@line:182   Cycle @229.00: [Fetcher_Impl]	IF: Tournament Predictor Taken PC=0x14
@line:64    Cycle @230.00: [Decoder]	ID: PC=0x14 Ins=0xfed79ae3
@line:124   Cycle @230.00: [Executor]	EX: Bypass rs1 from RegFile=0x37
@line:206   Cycle @230.00: [Executor]	EX: Bypass rs2 from RegFile=0x0
@line:14711 Cycle @230.00: [Executor]	EX: Result=0x38
@line:48    Cycle @230.00: [WB]	WB: x13 <= 0x65
@line:51    Cycle @230.00: [Fetcher_Impl]	IF: PC=0x8
@line:90    Cycle @230.00: [Fetcher_Impl]	IF: BTB Miss PC=0x8
@line:182   Cycle @230.00: [Fetcher_Impl]	IF: Tournament Predictor Taken PC=0x8
@line:64    Cycle @231.00: [Decoder]	ID: PC=0x8 Ins=0x6500693
@line:138   Cycle @231.00: [Executor]	EX: Bypass rs1 from EX/MEM=0x38
@line:248   Cycle @231.00: [Executor]	EX: Bypass rs2 from WB=0x65
@line:14711 Cycle @231.00: [Executor]	EX: Result=0xffffffd3
@line:14939 Cycle @231.00: [Executor]	EX: Branch Target=0x8 Taken=1
@line:14992 Cycle @231.00: [Executor]	EX: BTB Update PC=0x14 Target=0x8
@line:15239 Cycle @231.00: [Executor]	EX: Tournament Predictor Update PC=0x14 Taken=1
@line:48    Cycle @231.00: [WB]	WB: x10 <= 0x604
@line:51    Cycle @231.00: [Fetcher_Impl]	IF: PC=0xc
@line:90    Cycle @231.00: [Fetcher_Impl]	IF: BTB Miss PC=0xc
@line:182   Cycle @231.00: [Fetcher_Impl]	IF: Tournament Predictor Taken PC=0xc
@line:64    Cycle @232.00: [Decoder]	ID: PC=0xc Ins=0xf50533
@line:124   Cycle @232.00: [Executor]	EX: Bypass rs1 from RegFile=0x0
@line:206   Cycle @232.00: [Executor]	EX: Bypass rs2 from RegFile=0x0
@line:14711 Cycle @232.00: [Executor]	EX: Result=0x65
@line:48    Cycle @232.00: [WB]	WB: x15 <= 0x38
@line:51    Cycle @232.00: [Fetcher_Impl]	IF: PC=0x10
@line:90    Cycle @232.00: [Fetcher_Impl]	IF: BTB Miss PC=0x10
@line:182   Cycle @232.00: [Fetcher_Impl]	IF: Tournament Predictor Taken PC=0x10
@line:64    Cycle @233.00: [Decoder]	ID: PC=0x10 Ins=0x178793
@line:124   Cycle @233.00: [Executor]	EX: Bypass rs1 from RegFile=0x604
@line:248   Cycle @233.00: [Executor]	EX: Bypass rs2 from WB=0x38
@line:14711 Cycle @233.00: [Executor]	EX: Result=0x63c
@line:51    Cycle @233.00: [Fetcher_Impl]	IF: PC=0x14
@line:83    Cycle @233.00: [Fetcher_Impl]	IF: BTB Hit PC=0x14 Target=0x8
@line:182   Cycle @233.00: [Fetcher_Impl]	IF: Tournament Predictor Taken PC=0x14
@line:64    Cycle @234.00: [Decoder]	ID: PC=0x14 Ins=0xfed79ae3
@line:124   Cycle @234.00: [Executor]	EX: Bypass rs1 from RegFile=0x38
@line:206   Cycle @234.00: [Executor]	EX: Bypass rs2 from RegFile=0x0
@line:14711 Cycle @234.00: [Executor]	EX: Result=0x39
@line:48    Cycle @234.00: [WB]	WB: x13 <= 0x65
@line:51    Cycle @234.00: [Fetcher_Impl]	IF: PC=0x8
@line:90    Cycle @234.00: [Fetcher_Impl]	IF: BTB Miss PC=0x8
@line:182   Cycle @234.00: [Fetcher_Impl]	IF: Tournament Predictor Taken PC=0x8
@line:64    Cycle @235.00: [Decoder]	ID: PC=0x8 Ins=0x6500693
@line:138   Cycle @235.00: [Executor]	EX: Bypass rs1 from EX/MEM=0x39
@line:248   Cycle @235.00: [Executor]	EX: Bypass rs2 from WB=0x65
@line:14711 Cycle @235.00: [Executor]	EX: Result=0xffffffd4
@line:14939 Cycle @235.00: [Executor]	EX: Branch Target=0x8 Taken=1
@line:14992 Cycle @235.00: [Executor]	EX: BTB Update PC=0x14 Target=0x8
@line:15239 Cycle @235.00: [Executor]	EX: Tournament Predictor Update PC=0x14 Taken=1
@line:48    Cycle @235.00: [WB]	WB: x10 <= 0x63c
@line:51    Cycle @235.00: [Fetcher_Impl]	IF: PC=0xc
@line:90    Cycle @235.00: [Fetcher_Impl]	IF: BTB Miss PC=0xc
@line:182   Cycle @235.00: [Fetcher_Impl]	IF: Tournament Predictor Taken PC=0xc
@line:64    Cycle @236.00: [Decoder]	ID: PC=0xc Ins=0xf50533
@line:124   Cycle @236.00: [Executor]	EX: Bypass rs1 from RegFile=0x0
@line:206   Cycle @236.00: [Executor]	EX: Bypass rs2 from RegFile=0x0
@line:14711 Cycle @236.00: [Executor]	EX: Result=0x65
@line:48    Cycle @236.00: [WB]	WB: x15 <= 0x39
@line:51    Cycle @236.00: [Fetcher_Impl]	IF: PC=0x10
@line:90    Cycle @236.00: [Fetcher_Impl]	IF: BTB Miss PC=0x10
@line:182   Cycle @236.00: [Fetcher_Impl]	IF: Tournament Predictor Taken PC=0x10
@line:64    Cycle @237.00: [Decoder]	ID: PC=0x10 Ins=0x178793
@line:124   Cycle @237.00: [Executor]	EX: Bypass rs1 from RegFile=0x63c
@line:248   Cycle @237.00: [Executor]	EX: Bypass rs2 from WB=0x39
@line:14711 Cycle @237.00: [Executor]	EX: Result=0x675
@line:51    Cycle @237.00: [Fetcher_Impl]	IF: PC=0x14
@line:83    Cycle @237.00: [Fetcher_Impl]	IF: BTB Hit PC=0x14 Target=0x8
@line:182   Cycle @237.00: [Fetcher_Impl]	IF: Tournament Predictor Taken PC=0x14
@line:64    Cycle @238.00: [Decoder]	ID: PC=0x14 Ins=0xfed79ae3
@line:124   Cycle @238.00: [Executor]	EX: Bypass rs1 from RegFile=0x39
@line:206   Cycle @238.00: [Executor]	EX: Bypass rs2 from RegFile=0x0
@line:14711 Cycle @238.00: [Executor]	EX: Result=0x3a
@line:48    Cycle @238.00: [WB]	WB: x13 <= 0x65
@line:51    Cycle @238.00: [Fetcher_Impl]	IF: PC=0x8
@line:90    Cycle @238.00: [Fetcher_Impl]	IF: BTB Miss PC=0x8
@line:182   Cycle @238.00: [Fetcher_Impl]	IF: Tournament Predictor Taken PC=0x8
@line:64    Cycle @239.00: [Decoder]	ID: PC=0x8 Ins=0x6500693
@line:138   Cycle @239.00: [Executor]	EX: Bypass rs1 from EX/MEM=0x3a
@line:248   Cycle @239.00: [Executor]	EX: Bypass rs2 from WB=0x65
@line:14711 Cycle @239.00: [Executor]	EX: Result=0xffffffd5
@line:14939 Cycle @239.00: [Executor]	EX: Branch Target=0x8 Taken=1
@line:14992 Cycle @239.00: [Executor]	EX: BTB Update PC=0x14 Target=0x8
@line:15239 Cycle @239.00: [Executor]	EX: Tournament Predictor Update PC=0x14 Taken=1
@line:48    Cycle @239.00: [WB]	WB: x10 <= 0x675
@line:51    Cycle @239.00: [Fetcher_Impl]	IF: PC=0xc
@line:90    Cycle @239.00: [Fetcher_Impl]	IF: BTB Miss PC=0xc
@line:182   Cycle @239.00: [Fetcher_Impl]	IF: Tournament Predictor Taken PC=0xc
@line:64    Cycle @240.00: [Decoder]	ID: PC=0xc Ins=0xf50533
@line:124   Cycle @240.00: [Executor]	EX: Bypass rs1 from RegFile=0x0
@line:206   Cycle @240.00: [Executor]	EX: Bypass rs2 from RegFile=0x0
@line:14711 Cycle @240.00: [Executor]	EX: Result=0x65
@line:48    Cycle @240.00: [WB]	WB: x15 <= 0x3a
@line:51    Cycle @240.00: [Fetcher_Impl]	IF: PC=0x10
@line:90    Cycle @240.00: [Fetcher_Impl]	IF: BTB Miss PC=0x10
@line:182   Cycle @240.00: [Fetcher_Impl]	IF: Tournament Predictor Taken PC=0x10
@line:64    Cycle @241.00: [Decoder]	ID: PC=0x10 Ins=0x178793
@line:124   Cycle @241.00: [Executor]	EX: Bypass rs1 from RegFile=0x675
@line:248   Cycle @241.00: [Executor]	EX: Bypass rs2 from WB=0x3a
@line:14711 Cycle @241.00: [Executor]	EX: Result=0x6af
@line:51    Cycle @241.00: [Fetcher_Impl]	IF: PC=0x14
@line:83    Cycle @241.00: [Fetcher_Impl]	IF: BTB Hit PC=0x14 Target=0x8
@line:182   Cycle @241.00: [Fetcher_Impl]	IF: Tournament Predictor Taken PC=0x14
@line:64    Cycle @242.00: [Decoder]	ID: PC=0x14 Ins=0xfed79ae3
@line:124   Cycle @242.00: [Executor]	EX: Bypass rs1 from RegFile=0x3a
@line:206   Cycle @242.00: [Executor]	EX: Bypass rs2 from RegFile=0x0
@line:14711 Cycle @242.00: [Executor]	EX: Result=0x3b
@line:48    Cycle @242.00: [WB]	WB: x13 <= 0x65
@line:51    Cycle @242.00: [Fetcher_Impl]	IF: PC=0x8
@line:90    Cycle @242.00: [Fetcher_Impl]	IF: BTB Miss PC=0x8
@line:182   Cycle @242.00: [Fetcher_Impl]	IF: Tournament Predictor Taken PC=0x8
@line:64    Cycle @243.00: [Decoder]	ID: PC=0x8 Ins=0x6500693
@line:138   Cycle @243.00: [Executor]	EX: Bypass rs1 from EX/MEM=0x3b
